c_loss,d_loss,e_loss,elapsed_time,epoch,g_loss,step,total_loss,val_c_loss,val_d_accuracy,val_d_loss,val_e_loss,val_g_loss,val_total_loss
-20.36595916748047,2.043476104736328,-405.954833984375,3720.065185546875,32,-116.5811767578125,5599,-540.8585205078125,,,,,,
-5.46417236328125,1.0659866333007812,-432.7480163574219,3744.921875,32,-120.1259765625,5649,-557.2721557617188,,,,,,
,,,3759.666259765625,32,,5675,,824.1211547851562,48.39983367919922,-17.621471405029297,-1429.8314208984375,-96.63996887207031,-719.9714965820312
-42.09440231323242,2.071319580078125,-414.1112365722656,3791.921142578125,33,-118.32304382324219,5699,-572.4573974609375,,,,,,
-10.965387344360352,1.149571180343628,-451.1688537597656,3816.44384765625,33,-106.64047241210938,5749,-567.6251220703125,,,,,,
-2.701089859008789,0.858439028263092,-443.1094055175781,3841.046875,33,-122.21084594726562,5799,-567.1629028320312,,,,,,
,,,3866.468505859375,33,,5847,,724.6138305664062,32.27399444580078,-40.43586349487305,-1658.8480224609375,-64.92837524414062,-1039.59814453125
8.848698616027832,1.9041328430175781,-474.09930419921875,3888.157470703125,34,-105.5030517578125,5849,-568.8495483398438,,,,,,
-23.389610290527344,1.5114763975143433,-453.78179931640625,3912.5390625,34,-115.16737365722656,5899,-590.8272705078125,,,,,,
-27.835189819335938,2.894256353378296,-470.435546875,3937.29052734375,34,-110.2969970703125,5949,-605.6734619140625,,,,,,
-9.954129219055176,2.4178404808044434,-507.1831970214844,3961.79150390625,34,-114.41421508789062,5999,-629.1337280273438,,,,,,
,,,3973.5205078125,34,,6019,,665.0293579101562,45.49241638183594,-18.937578201293945,-1408.01904296875,-89.67683410644531,-851.6040649414062
-19.563764572143555,2.9939093589782715,-496.1705017089844,4008.435791015625,35,-105.82099914550781,6049,-618.5613403320312,,,,,,
-43.611446380615234,1.3995516300201416,-497.5683288574219,4032.98828125,35,-114.25502014160156,6099,-654.0352783203125,,,,,,
-30.655908584594727,2.7955586910247803,-506.1175537109375,4058.05126953125,35,-124.56401062011719,6149,-658.5419311523438,,,,,,
,,,4081.070068359375,35,,6191,,1053.95751953125,37.419403076171875,-25.960744857788086,-1701.0548095703125,-74.46427917480469,-747.5223999023438
-19.559593200683594,2.3364648818969727,-521.226806640625,4097.05908203125,36,-108.05864715576172,6199,-646.5086059570312,,,,,,
-15.5181245803833,3.594435453414917,-541.4985961914062,4121.46630859375,36,-108.23979187011719,6249,-661.662109375,,,,,,
-38.47154235839844,1.831209659576416,-525.183349609375,4146.0771484375,36,-104.5654296875,6299,-666.3890991210938,,,,,,
-61.490013122558594,2.2049829959869385,-532.2457885742188,4170.55029296875,36,-107.04202270507812,6349,-698.5728759765625,,,,,,
,,,4179.46728515625,36,,6363,,906.1289672851562,41.903377532958984,-15.975567817687988,-1547.46630859375,-82.80403137207031,-740.11669921875
-58.85519790649414,2.082470655441284,-541.4705810546875,4209.09423828125,37,-106.65092468261719,6399,-704.8942260742188,,,,,,
4.416809558868408,0.9231892228126526,-605.9389038085938,4233.8642578125,37,-100.37652587890625,6449,-700.9754638671875,,,,,,
-11.376031875610352,1.4875414371490479,-595.6861572265625,4258.52978515625,37,-80.90254211425781,6499,-686.4771728515625,,,,,,
,,,4280.98291015625,37,,6535,,847.4130249023438,44.48506164550781,-7.778021335601807,-2076.872802734375,-87.45836639404297,-1324.6962890625
-50.892189025878906,2.3412210941314697,-597.5165405273438,4307.8505859375,38,-95.19795227050781,6549,-741.2654418945312,,,,,,
-32.966094970703125,1.5975900888442993,-620.76953125,4332.634765625,38,-94.18156433105469,6599,-746.319580078125,,,,,,
-55.4301872253418,1.6519744396209717,-624.280517578125,4357.45361328125,38,-113.06168365478516,6649,-791.1204223632812,,,,,,
-60.49227523803711,1.5420945882797241,-640.4689331054688,4382.2099609375,38,-100.43220520019531,6699,-799.851318359375,,,,,,
,,,4388.16552734375,38,,6707,,588.8048706054688,46.758209228515625,-6.965595722198486,-1750.614990234375,-93.58045959472656,-1262.3563232421875
-8.72790813446045,1.7206535339355469,-701.95556640625,4429.58447265625,39,-91.52961730957031,6749,-800.492431640625,,,,,,
-63.07225036621094,1.3931270837783813,-688.5440063476562,4454.322265625,39,-101.09852600097656,6799,-851.3216552734375,,,,,,
-71.35798645019531,3.017972469329834,-690.8999633789062,4479.02099609375,39,-98.834228515625,6849,-858.07421875,,,,,,
,,,4495.86572265625,39,,6879,,759.0911865234375,35.617225646972656,-16.5788516998291,-2309.93701171875,-70.81819152832031,-1638.242919921875
-89.23777770996094,1.2964097261428833,-687.8007202148438,4526.865234375,40,-98.82012939453125,6899,-874.562255859375,,,,,,
-31.195507049560547,1.0735856294631958,-749.3604125976562,4551.60205078125,40,-70.9336166381836,6949,-850.4159545898438,,,,,,
-54.38520431518555,1.6371632814407349,-733.264892578125,4576.263671875,40,-70.49951171875,6999,-856.512451171875,,,,,,
-80.27025604248047,2.083564281463623,-731.3356323242188,4600.8955078125,40,-72.11109924316406,7049,-881.6334228515625,,,,,,
,,,4603.6875,40,,7051,,1612.5213623046875,21.883934020996094,-22.073570251464844,-2709.502197265625,-43.31187438964844,-1162.3662109375
-107.18594360351562,1.7218732833862305,-734.9752807617188,4639.38232421875,41,-76.19438171386719,7099,-916.6337280273438,,,,,,
-88.0470962524414,2.0198941230773926,-789.5179443359375,4663.916015625,41,-68.84236145019531,7149,-944.3875122070312,,,,,,
-69.7453842163086,2.657744884490967,-820.6362915039062,4688.4755859375,41,-65.2939224243164,7199,-953.017822265625,,,,,,
,,,4702.7607421875,41,,7223,,1311.7247314453125,34.260650634765625,-1.94386887550354,-2956.359375,-67.16831970214844,-1713.7464599609375
-135.08111572265625,0.9936882257461548,-748.4021606445312,4737.05810546875,42,-62.84330749511719,7249,-945.3328857421875,,,,,,
-128.03475952148438,2.3097634315490723,-787.345703125,4761.48779296875,42,-57.24996566772461,7299,-970.3206787109375,,,,,,
-91.78736877441406,-1.4368689060211182,-854.3424682617188,4785.9736328125,42,-67.11296844482422,7349,-1014.6796875,,,,,,
